ID,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0
5068216,,,,,,,,,,,X,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C
5068217,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,X,
5068218,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
5068220,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5068222,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,
5068223,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5068225,,,,,,,,,,,,,,,,,,,,,,,,X,X,0,0,X,X,X,
5068226,,,,,,,,,,,,,,,X,X,0,0,X,X,X,,,,,,,,,,
5068227,,,,,,,,,,,,,,,,,,,,,,0,X,0,0,X,0,X,0,0,X
5068228,,,,0,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,
5068232,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5068233,,,,X,0,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068234,,,,,,,,,,,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068235,,,,X,0,0,0,0,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,
5068236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068237,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5068238,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068239,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068240,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
5068242,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,,,,,,,
5068243,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,C,C,C,C
5068244,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0
5068245,0,0,0,X,X,X,0,X,X,X,0,X,X,X,X,X,X,0,X,0,X,C,C,C,C,C,C,C,C,C,C
5068248,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
5068250,0,0,0,X,0,0,0,0,0,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,X,0,C,C,C,C,C
5068251,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
5068252,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
5068254,,,,,,,,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068255,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0
5068256,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,
5068257,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,C
5068261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
5068262,X,X,0,X,0,0,X,X,0,0,X,0,X,0,X,0,X,0,X,0,X,X,0,X,X,,,,,,
5068263,,,,,,,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,
5068264,,,,,,,0,0,0,0,0,0,1,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068265,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,C
5068266,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,
5068267,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5068268,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
5068272,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
5068274,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068283,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
5068284,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
5068285,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
5068286,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X
5068287,,,,,,,,,,,,,,,,X,0,0,0,0,0,X,X,X,C,C,C,C,C,C,C
5068289,,,,,,,,,,,,0,0,0,0,0,X,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068290,,,,,,,,,X,X,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,
5068291,,,,,,,,,0,0,0,0,0,X,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068292,,,,,,,,,,,,,,,,,,,,,0,X,X,X,X,X,X,X,X,X,X
5068293,,,,,,X,0,0,X,0,X,0,0,X,X,0,0,0,0,0,X,,,,,,,,,,
5068296,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068298,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068299,,,,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5068301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
5068302,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
5068303,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
5068304,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X
5068305,,,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,
5068306,,,,,,,,,,,,,,,,,,,,,,,0,X,X,X,0,0,X,X,
5068307,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
5068308,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5068309,,,,,,,,,,,,,X,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068310,,,,,,,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068311,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5068312,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,
5068313,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,
5068314,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,
5068315,,,,,,,,,,,,,,,,,,,,0,X,1,C,C,C,C,C,C,C,C,C
5068318,,,,,,,,,,,,,,,,,,,,,,,0,0,X,0,X,C,C,C,C
5068319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
5068320,,,,,,,,,,,,,,,,,,0,0,0,C,C,C,C,C,C,C,C,C,C,C
5068321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
5068322,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
5068323,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
5068324,,,,,,,,,,,X,X,X,X,X,X,X,0,0,0,0,0,0,0,0,0,0,0,0,0,X
5068326,X,X,X,X,X,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,
5068329,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0,X,X,C,C,C,C,C,C
5068330,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0,X,X,C,C,C,C,C,C
5068331,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068332,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5068333,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X
5068334,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068335,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
5068336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,X,X,,,,,,,,,,,,
5068337,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
5068338,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068339,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068340,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
5068341,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068345,1,1,1,1,1,1,1,1,1,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068347,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
5068349,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,X,0,0
5068350,,,,,,,,,,,,,,,,0,0,0,0,0,X,,,,,,,,,,
5068351,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
5068352,,,,,,,,,,,0,0,0,0,0,X,,,,,,,,,,,,,,,
5068353,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
5068358,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068364,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068367,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5068368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
5068369,,,,,,,,,,,,,,,,,,,,,,,0,X,C,C,C,C,C,C,C
5068370,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
5068371,,,,,,,,,X,0,0,0,X,X,0,0,X,0,X,0,0,0,X,0,0,0,0,0,0,0,X
5068373,,,,,,,,,,,,,,,,,X,0,0,0,X,X,0,0,X,0,X,0,0,0,X
5068374,0,X,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,
5068375,,,,,,,,,,,,,,,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C
5068376,,,,,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068377,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068378,,,,,,,,,,,,,,,,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C
5068379,,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,
5068380,,,,,,,,,,0,0,1,0,0,C,C,C,C,C,C,,,,,,,,,,,
5068381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
5068382,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,C,C,C,C,C
5068383,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5068389,2,3,4,5,5,5,5,5,5,5,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068390,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,C,C,C,C,C,C,C,C
5068391,,,,,,,,,,,,,,,,,,,,,,,X,X,0,0,0,0,0,0,C
5068394,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068395,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5068397,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068398,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,X,X,X,X
5068399,,,,,,,,,,,,,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,
5068400,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5068401,,,,,,,,,,,,,,0,0,0,0,0,0,X,0,X,,,,,,,,,
5068402,,,,,,,,,,,,,,,,,,,,,,,0,X,0,0,0,0,0,0,0
5068403,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068404,,,,,,X,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
5068405,,,,,,,,,,,,,,,,,,,,0,0,0,C,C,C,C,C,C,C,C,C
5068406,X,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
5068407,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068409,,,,,,,,,,,,,,,,,,,,,,,,,X,0,0,X,,,
5068410,,,,,,,,,,,,,,,,,,,,,,X,0,0,0,0,0,X,0,0,0
5068411,,,,,,,,,,,,,,0,0,0,C,C,C,C,C,C,C,C,C,,,,,,
5068412,,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068414,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068415,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068416,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068419,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068420,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C
5068421,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5068422,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068427,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
5068428,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C
5068431,,,,0,0,0,0,1,0,0,0,0,X,X,X,X,,,,,,,,,,,,,,,
5068432,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,X,X,X,X,,,,
5068433,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,X,X,X,X
5068435,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,X,X,X,X,,
5068436,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,X,X,X,X,,,,,
5068437,,,,,,,,,0,0,0,0,1,0,0,0,0,X,X,X,X,,,,,,,,,,
5068438,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,
5068440,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068441,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068442,,,,,,,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068443,,,,,,,,,,,,,,,,0,X,X,,,,,,,,,,,,,
5068445,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,C
5068448,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0,X,X,X,X,X,X
5068449,,,,,,,,,,,,,,,,,,X,0,0,0,0,0,X,X,X,X,X,X,X,X
5068452,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,0,0,C,C,C
5068453,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,0,0,C,C,C
5068454,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068455,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5068456,,,,,,,,,,,,,,,,,,X,0,0,0,2,0,0,2,3,4,5,5,0,X
5068459,,,,,,,,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
5068461,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
5068462,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,C,,,,,,
5068464,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
5068465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
5068466,0,0,0,0,0,0,0,0,0,C,C,C,C,C,C,,,,,,,,,,,,,,,,
5068467,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
5068469,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,
5068470,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068471,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,C,C,C
5068472,,,,,,,,,,,,,,,,,,,,,,,,,,,X,0,C,C,C
5068473,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,
5068475,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068476,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
5068477,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
5068478,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068479,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5068480,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068481,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0,0,0,X
5068482,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068483,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5068484,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0,0,0,0,0,0,,
5068485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5068486,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,C,C,C,C,C,C,C,C
5068487,,,,,,,,,,,,,X,X,X,0,,,,,,,,,,,,,,,
5068488,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,0
5068489,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X
5068490,,,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
5068491,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,
5068497,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,C
5068498,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068499,,,,,,,,,,,,,,,,X,0,0,0,0,0,0,0,1,0,0,0,C,C,C,C
5068500,0,0,0,0,0,0,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,X,X,X,X,X,X,X,X,X
5068503,,,,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,
5068504,,,,,,,,,,,,,X,X,0,0,X,X,X,0,0,X,0,0,0,1,0,,,,
5068505,0,X,X,X,0,0,X,0,0,0,1,0,,,,,,,,,,,,,,,,,,,
5068506,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,
5068507,0,0,1,0,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068510,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X
5068511,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,X,X
5068512,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5068514,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068515,,,,,,,,,,,,,,,,,,,,,X,0,0,X,0,X,0,0,C,C,C
5068516,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,C,C,C,C,C
5068517,,,,,,,,,,,,,,,,,,,,,,X,0,0,0,0,0,0,0,0,0
5068518,,,,,,,,,,,,,,,,0,0,0,0,C,C,C,C,C,C,,,,,,
5068519,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C
5068520,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,
5068521,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5068522,,,,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068523,0,0,0,0,0,0,0,0,0,0,0,X,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068524,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
5068525,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,0,0,0
5068526,,,,0,0,0,0,0,0,0,0,0,0,0,X,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068527,,,,,,,,,,,,,,,,,,,,,,,X,X,X,0,0,0,0,0,0
5068528,,,,,,,,,,,,,,,,,,,,,X,X,X,0,0,0,0,0,0,0,0
5068529,,,,,,,,,,,,,,,,,,,,,X,X,X,0,0,0,0,0,0,0,0
5068530,,,,,,,,,,,,,,,,,,,,,X,X,X,0,0,0,0,0,0,0,0
5068531,,,,,,,,,,,,,,,,,,,,,X,X,X,0,0,0,0,0,0,0,0
5068532,,,,,,,,,,,,,,,,,,,,,X,X,X,0,0,0,0,0,0,0,0
5068533,,,,,,,,,,,,,,,,,,,,X,X,X,0,0,0,0,0,0,0,0,
5068534,,,,,,,,,,X,X,X,0,0,0,0,0,0,0,0,,,,,,,,,,,
5068535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
5068536,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068537,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5068538,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5068539,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
5068540,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
5068541,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,X
5068543,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,
5068545,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,
5068546,,,,,,,,,,,,,,,,,,0,X,X,X,X,X,X,X,X,X,X,X,X,X
5068547,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X
5068548,,,,,,,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5068549,,,,,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5068550,,,,,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068551,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,C,C
5068552,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068556,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X
5068559,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5068561,,,,,,,,,,,,,,,,,,,,,X,0,0,0,0,0,0,0,0,0,0
5068562,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,X,,
5068563,,,,,,,,,,,,,,,,,,,,,,0,0,0,C,C,C,C,C,C,C
5068564,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068565,,,,,,,,X,X,X,X,0,X,X,0,0,X,0,0,X,0,X,0,0,X,X,0,0,X,X,X
5068566,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068567,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068573,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068574,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068577,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0
5068578,,,,,,,,,,,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C
5068579,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,
5068580,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
5068582,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068583,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,
5068584,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,
5068585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
5068586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X
5068587,,,,,,,,,,,,,,,,,,,,,0,0,0,X,,,,,,,
5068588,,,,,,,,,,,,,,,,,,,0,0,0,X,,,,,,,,,
5068590,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068591,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5068592,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
5068596,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
